fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,year,avg_temperature_c,rainfall_mm,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct
2018-19,Odisha,Rayagada,Rayagada,370.0,Rice,Summer,3100.0,9370.0,3.02258064516129,2018,28.3,1520.0,83.0,7.32,260.0,29.0,188.0,38.0
2018-19,Odisha,Koraput,Koraput,363.0,Rice,Summer,28090.0,82890.0,2.950872196511214,2018,23.0,1661.0,79.6,6.07,316.0,14.0,144.0,56.0
2018-19,Odisha,Kalahandi,Kalahandi,358.0,Rice,Summer,39420.0,113500.0,2.8792491121258244,2018,29.3,1391.0,78.3,5.74,239.0,36.0,166.0,53.0
2018-19,Odisha,Puri,Puri,369.0,Rice,Summer,31170.0,88660.0,2.8444016682707733,2018,27.8,1449.0,81.9,6.56,282.0,24.0,158.0,72.0
2018-19,Odisha,Boudh,Boudh,349.0,Rice,Winter,60360.0,171270.0,2.837475149105368,2018,26.9,1356.0,82.3,6.06,335.0,29.0,142.0,100.0
2018-19,Odisha,Cuttack,Cuttack,350.0,Rice,Summer,780.0,2190.0,2.8076923076923075,2018,27.3,1638.0,81.2,7.06,239.0,30.0,168.0,34.0
2018-19,Odisha,Anugul,Anugul,344.0,Rice,Winter,61280.0,168350.0,2.7472258485639687,2018,25.5,1525.0,80.5,6.54,270.0,21.0,152.0,65.0
2018-19,Odisha,Koraput,Koraput,363.0,Rice,Winter,93000.0,254610.0,2.737741935483871,2018,26.5,1359.0,85.4,6.12,259.0,26.0,165.0,77.0
2018-19,Odisha,Sonepur,Sonepur,372.0,Rice,Winter,90260.0,244040.0,2.703744737425216,2018,28.7,1478.0,83.4,6.83,316.0,23.0,174.0,55.0
2018-19,Odisha,Nuapada,Nuapada,368.0,Rice,Summer,3060.0,8260.0,2.6993464052287583,2018,28.9,1637.0,81.1,6.54,301.0,21.0,147.0,48.0
2018-19,Odisha,Cuttack,Cuttack,350.0,Rice,Winter,96450.0,260150.0,2.6972524624157592,2018,31.0,1443.0,91.9,5.71,307.0,16.0,214.0,84.0
2018-19,Odisha,Kendujhar,Kendujhar,361.0,Rice,Summer,570.0,1530.0,2.6842105263157894,2018,26.9,1279.0,82.8,6.56,372.0,23.0,153.0,53.0
2018-19,Odisha,Kendrapara,Kendrapara,360.0,Rice,Summer,70.0,180.0,2.571428571428572,2018,26.0,1474.0,86.5,5.99,342.0,28.0,181.0,52.0
2018-19,Odisha,Balangir,Balangir,345.0,Rice,Summer,390.0,990.0,2.5384615384615383,2018,26.2,1093.0,79.8,6.17,282.0,29.0,163.0,59.0
2018-19,Odisha,Rayagada,Rayagada,370.0,Rice,Winter,46260.0,117080.0,2.5309122351923907,2018,25.5,1588.0,76.5,6.25,278.0,25.0,167.0,51.0
2018-19,Odisha,Baleshwar,Balasore,346.0,Rice,Winter,182830.0,452190.0,2.473281190176667,2018,26.9,1374.0,78.8,5.85,234.0,26.0,168.0,68.0
2018-19,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Summer,4450.0,10970.0,2.465168539325843,2018,27.6,1366.0,80.9,5.67,225.0,26.0,151.0,41.0
2018-19,Odisha,Nayagarh,Nayagarh,367.0,Rice,Winter,87470.0,209540.0,2.39556419343775,2018,26.9,1608.0,80.0,6.35,283.0,20.0,164.0,47.0
2018-19,Odisha,Kendujhar,Kendujhar,361.0,Rice,Winter,131130.0,314000.0,2.394570273774117,2018,28.6,1204.0,87.3,5.64,240.0,16.0,165.0,52.0
2018-19,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Summer,1030.0,2280.0,2.2135922330097086,2018,26.6,1800.0,81.5,5.17,307.0,21.0,168.0,69.0
2018-19,Odisha,Sundargarh,Sundargarh,373.0,Rice,Summer,240.0,530.0,2.208333333333333,2018,26.5,1364.0,83.8,5.87,257.0,16.0,157.0,68.0
2018-19,Odisha,Kandhamal,Kandhamal,359.0,Rice,Summer,100.0,220.0,2.2,2018,26.1,1356.0,81.8,6.33,265.0,28.0,164.0,80.0
2018-19,Odisha,Khordha,Khordha,362.0,Rice,Winter,87910.0,191540.0,2.178819246957115,2018,24.6,1634.0,80.3,6.09,231.0,36.0,139.0,53.0
2018-19,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Winter,79040.0,171820.0,2.173836032388664,2018,24.6,1578.0,82.2,6.71,359.0,29.0,159.0,64.0
2018-19,Odisha,Bhadrak,Bhadrak,348.0,Rice,Summer,1710.0,3660.0,2.1403508771929824,2018,25.2,1891.0,88.9,6.27,312.0,23.0,153.0,77.0
2018-19,Odisha,Puri,Puri,369.0,Rice,Winter,88980.0,186860.0,2.1000224769611147,2018,29.0,1412.0,78.9,5.89,260.0,24.0,166.0,59.0
2018-19,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Winter,308310.0,643560.0,2.0873795854821444,2018,28.3,1428.0,85.1,6.02,290.0,30.0,172.0,71.0
2018-19,Odisha,Malkangiri,Malkangiri,364.0,Rice,Summer,410.0,850.0,2.073170731707317,2018,29.1,1184.0,77.9,5.63,331.0,21.0,165.0,41.0
2018-19,Odisha,Kalahandi,Kalahandi,358.0,Rice,Winter,150800.0,307700.0,2.0404509283819627,2018,25.0,1390.0,80.2,6.63,253.0,25.0,200.0,71.0
2018-19,Odisha,Malkangiri,Malkangiri,364.0,Rice,Winter,83610.0,168910.0,2.0202128931945937,2018,24.0,1320.0,82.0,5.65,352.0,13.0,138.0,62.0
2018-19,Odisha,Boudh,Boudh,349.0,Rice,Autumn,2210.0,4450.0,2.013574660633484,2018,26.0,1369.0,83.3,5.83,249.0,18.0,189.0,51.0
2018-19,Odisha,Kandhamal,Kandhamal,359.0,Rice,Winter,34290.0,68980.0,2.0116652085156024,2018,27.3,1136.0,87.9,6.14,279.0,21.0,175.0,41.0
2018-19,Odisha,State Total,,,Rice,Winter,3130820.0,6280410.0,2.0059952344753134,2018,27.7,1749.0,81.8,6.2,227.0,27.0,165.0,58.0
2018-19,Odisha,Rayagada,Rayagada,370.0,Rice,Autumn,910.0,1770.0,1.945054945054945,2018,28.6,1195.0,78.6,5.6,196.0,20.0,127.0,66.0
2018-19,Odisha,Anugul,Anugul,344.0,Rice,Autumn,6900.0,13380.0,1.9391304347826088,2018,27.4,946.0,84.6,5.84,320.0,27.0,174.0,62.0
2018-19,Odisha,Kalahandi,Kalahandi,358.0,Rice,Autumn,21530.0,39440.0,1.831862517417557,2018,29.6,1236.0,80.5,6.31,288.0,25.0,158.0,57.0
2018-19,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Summer,590.0,1080.0,1.8305084745762712,2018,26.7,1341.0,83.0,6.65,224.0,33.0,170.0,74.0
2018-19,Odisha,Sonepur,Sonepur,372.0,Rice,Autumn,15070.0,27300.0,1.8115461181154613,2018,25.6,1243.0,81.5,6.34,228.0,19.0,137.0,74.0
2018-19,Odisha,Bhadrak,Bhadrak,348.0,Rice,Winter,149400.0,270580.0,1.8111111111111111,2018,24.5,1648.0,74.2,6.19,325.0,14.0,153.0,45.0
2018-19,Odisha,Jajapur,Jajapur,356.0,Rice,Winter,105410.0,189950.0,1.8020111943838344,2018,25.7,1425.0,84.0,5.58,280.0,12.0,163.0,55.0
2018-19,Odisha,Deogarh,Deogarh,351.0,Rice,Winter,40780.0,73160.0,1.794016674840608,2018,27.4,1455.0,84.3,5.95,335.0,23.0,193.0,52.0
2018-19,Odisha,Kendujhar,Kendujhar,361.0,Rice,Autumn,28990.0,51810.0,1.787167988961711,2018,25.7,1560.0,85.7,6.41,307.0,30.0,156.0,60.0
2018-19,Odisha,Ganjam,Ganjam,354.0,Rice,Winter,249170.0,436520.0,1.7518962957017297,2018,28.4,1501.0,89.2,6.63,283.0,25.0,127.0,57.0
2018-19,Odisha,Gajapati,Gajapati,353.0,Rice,Summer,410.0,690.0,1.6829268292682926,2018,29.1,1626.0,77.2,6.56,286.0,27.0,171.0,68.0
2018-19,Odisha,Ganjam,Ganjam,354.0,Rice,Summer,30.0,50.0,1.6666666666666667,2018,23.4,1250.0,84.1,6.26,266.0,24.0,195.0,42.0
2018-19,Odisha,Cuttack,Cuttack,350.0,Rice,Autumn,620.0,1000.0,1.6129032258064515,2018,28.3,1351.0,83.6,6.68,288.0,25.0,159.0,62.0
2018-19,Odisha,Nuapada,Nuapada,368.0,Rice,Winter,56240.0,88550.0,1.57450213371266,2018,23.6,1570.0,80.3,7.35,283.0,16.0,150.0,100.0
2018-19,Odisha,Bargarh,Bargarh,347.0,Rice,Winter,187090.0,287710.0,1.5378160243732963,2018,27.6,994.0,83.6,5.96,314.0,34.0,171.0,29.0
2018-19,Odisha,Kandhamal,Kandhamal,359.0,Rice,Autumn,3830.0,5710.0,1.4908616187989556,2018,28.8,1202.0,84.0,5.89,279.0,26.0,137.0,56.0
2018-19,Odisha,Deogarh,Deogarh,351.0,Rice,Autumn,14790.0,21610.0,1.4611223799864774,2018,27.1,1540.0,77.1,6.81,314.0,17.0,168.0,40.0
2018-19,Odisha,Kendrapara,Kendrapara,360.0,Rice,Winter,123760.0,178800.0,1.444731738849386,2018,25.1,1364.0,83.0,6.29,317.0,14.0,162.0,61.0
2018-19,Odisha,Balangir,Balangir,345.0,Rice,Winter,100910.0,145330.0,1.440194232484392,2018,26.1,1618.0,78.3,6.24,291.0,27.0,160.0,72.0
2018-19,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Summer,290.0,410.0,1.4137931034482758,2018,26.6,1596.0,79.4,6.36,239.0,23.0,161.0,63.0
2018-19,Odisha,Balangir,Balangir,345.0,Rice,Autumn,51780.0,70190.0,1.3555426805716493,2018,26.7,1234.0,74.9,5.94,279.0,23.0,152.0,80.0
2018-19,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Autumn,460.0,620.0,1.3478260869565215,2018,26.7,1523.0,80.1,5.79,218.0,31.0,155.0,67.0
2018-19,Odisha,Sundargarh,Sundargarh,373.0,Rice,Winter,98650.0,132090.0,1.338976178408515,2018,26.8,1666.0,81.2,5.89,243.0,21.0,150.0,78.0
2018-19,Odisha,Jajapur,Jajapur,356.0,Rice,Summer,450.0,600.0,1.3333333333333333,2018,27.3,1477.0,84.2,6.7,311.0,20.0,170.0,60.0
2018-19,Odisha,Kendrapara,Kendrapara,360.0,Rice,Autumn,1010.0,1340.0,1.3267326732673268,2018,25.2,1274.0,82.0,5.63,302.0,28.0,166.0,44.0
2018-19,Odisha,Nuapada,Nuapada,368.0,Rice,Autumn,32710.0,42490.0,1.2989911342097218,2018,26.6,1608.0,75.8,6.4,285.0,27.0,155.0,63.0
2018-19,Odisha,Bargarh,Bargarh,347.0,Rice,Autumn,47940.0,61970.0,1.292657488527326,2018,29.3,1564.0,85.4,5.98,274.0,18.0,175.0,60.0
2018-19,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Autumn,360.0,460.0,1.2777777777777777,2018,26.4,1548.0,81.5,6.06,259.0,28.0,174.0,61.0
2018-19,Odisha,Jajapur,Jajapur,356.0,Rice,Autumn,11040.0,13500.0,1.2228260869565215,2018,26.3,1579.0,84.0,6.5,267.0,34.0,200.0,71.0
2018-19,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Winter,116590.0,142560.0,1.2227463761900677,2018,28.6,911.0,85.9,6.54,319.0,22.0,183.0,47.0
2018-19,Odisha,Ganjam,Ganjam,354.0,Rice,Autumn,90.0,110.0,1.2222222222222223,2018,23.2,1609.0,87.7,6.34,302.0,21.0,165.0,60.0
2018-19,Odisha,Gajapati,Gajapati,353.0,Rice,Winter,40450.0,47330.0,1.17008652657602,2018,28.8,1775.0,89.8,5.45,237.0,20.0,144.0,47.0
2018-19,Odisha,State Total,,,Rice,Autumn,454370.0,527490.0,1.160926117481348,2018,26.1,1529.0,81.7,6.83,292.0,28.0,170.0,71.0
2018-19,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Autumn,11800.0,13320.0,1.128813559322034,2018,27.2,1485.0,83.2,6.72,290.0,28.0,141.0,48.0
2018-19,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Autumn,23940.0,26060.0,1.0885547201336676,2018,27.1,1575.0,77.7,6.24,343.0,18.0,178.0,63.0
2018-19,Odisha,Sambalpur,Sambalpur,371.0,Rice,Winter,71520.0,72670.0,1.016079418344519,2018,28.4,1511.0,86.2,6.2,223.0,30.0,159.0,40.0
2018-19,Odisha,Sundargarh,Sundargarh,373.0,Rice,Autumn,85370.0,85170.0,0.9976572566475342,2018,26.6,1567.0,77.3,6.92,258.0,30.0,189.0,58.0
2018-19,Odisha,Koraput,Koraput,363.0,Rice,Autumn,11210.0,10350.0,0.9232827832292596,2018,26.0,1450.0,74.8,6.58,319.0,25.0,143.0,63.0
2018-19,Odisha,Khordha,Khordha,362.0,Rice,Summer,250.0,230.0,0.92,2018,28.9,1312.0,85.3,6.19,246.0,13.0,164.0,74.0
2018-19,Odisha,Malkangiri,Malkangiri,364.0,Rice,Autumn,8730.0,5220.0,0.5979381443298969,2018,23.5,1269.0,79.9,6.08,368.0,28.0,169.0,65.0
2018-19,Odisha,Sambalpur,Sambalpur,371.0,Rice,Autumn,52710.0,23600.0,0.4477328780117625,2018,27.0,1270.0,85.1,6.12,244.0,16.0,152.0,68.0
2018-19,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Autumn,20370.0,6620.0,0.3249877270495827,2018,25.0,1203.0,83.6,6.67,286.0,28.0,193.0,55.0
2018-19,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Winter,20420.0,6070.0,0.2972575905974535,2018,25.9,1258.0,75.5,6.62,305.0,29.0,222.0,57.0
2017-18,Odisha,Sambalpur,Sambalpur,371.0,Rice,Summer,7920.0,31980.0,4.037878787878788,2017,30.0,1767.0,71.1,5.55,316.0,29.0,186.0,51.0
2017-18,Odisha,Sonepur,Sonepur,372.0,Rice,Summer,32850.0,124340.0,3.785083713850837,2017,26.9,1586.0,77.6,6.39,310.0,11.0,149.0,62.0
2017-18,Odisha,Boudh,Boudh,349.0,Rice,Summer,1040.0,3660.0,3.519230769230769,2017,27.3,1337.0,82.1,6.55,269.0,20.0,143.0,66.0
2017-18,Odisha,Baleshwar,Balasore,346.0,Rice,Summer,26490.0,90280.0,3.4080785201963004,2017,24.3,1380.0,77.1,5.6,317.0,28.0,159.0,66.0
2017-18,Odisha,Bargarh,Bargarh,347.0,Rice,Summer,64050.0,207920.0,3.2462138953942232,2017,25.9,1470.0,79.4,6.2,259.0,24.0,162.0,65.0
2017-18,Odisha,Khordha,Khordha,362.0,Rice,Summer,420.0,1320.0,3.142857142857143,2017,27.3,1332.0,76.2,5.49,266.0,16.0,156.0,77.0
2017-18,Odisha,State Total,,,Rice,Summer,221940.0,695400.0,3.133279264666126,2017,27.5,1462.0,82.7,6.25,301.0,22.0,138.0,55.0
2017-18,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Summer,900.0,2610.0,2.9,2017,27.9,1590.0,82.4,5.37,338.0,24.0,175.0,84.0
2017-18,Odisha,Jajapur,Jajapur,356.0,Rice,Summer,1260.0,3630.0,2.880952380952381,2017,27.0,1444.0,80.1,5.93,277.0,15.0,155.0,62.0
2017-18,Odisha,Kalahandi,Kalahandi,358.0,Rice,Summer,28660.0,82180.0,2.8674110258199583,2017,27.8,1510.0,87.6,5.96,254.0,33.0,171.0,47.0
2017-18,Odisha,Cuttack,Cuttack,350.0,Rice,Summer,350.0,990.0,2.8285714285714287,2017,27.7,1610.0,88.0,5.92,327.0,28.0,214.0,63.0
2017-18,Odisha,Koraput,Koraput,363.0,Rice,Summer,23570.0,65950.0,2.798048366567671,2017,24.3,1401.0,84.3,6.78,241.0,25.0,128.0,57.0
2017-18,Odisha,Rayagada,Rayagada,370.0,Rice,Summer,2050.0,5690.0,2.7756097560975608,2017,27.1,1501.0,74.8,6.41,349.0,20.0,164.0,58.0
2017-18,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Winter,88090.0,231440.0,2.627312975366103,2017,28.2,1394.0,77.6,6.04,251.0,22.0,166.0,72.0
2017-18,Odisha,Nuapada,Nuapada,368.0,Rice,Summer,2420.0,6350.0,2.62396694214876,2017,27.9,1445.0,83.6,5.83,307.0,21.0,165.0,49.0
2017-18,Odisha,Kendujhar,Kendujhar,361.0,Rice,Summer,920.0,2400.0,2.608695652173913,2017,26.5,1392.0,79.5,6.1,317.0,19.0,164.0,43.0
2017-18,Odisha,Bhadrak,Bhadrak,348.0,Rice,Summer,1510.0,3930.0,2.6026490066225167,2017,25.8,1355.0,80.1,5.79,312.0,25.0,170.0,61.0
2017-18,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Summer,150.0,390.0,2.6,2017,25.3,1481.0,85.6,6.59,293.0,30.0,142.0,48.0
2017-18,Odisha,Anugul,Anugul,344.0,Rice,Summer,100.0,250.0,2.5,2017,26.8,1552.0,84.0,7.0,287.0,23.0,165.0,60.0
2017-18,Odisha,Balangir,Balangir,345.0,Rice,Summer,1340.0,3330.0,2.485074626865672,2017,28.7,1476.0,87.3,6.62,227.0,22.0,155.0,70.0
2017-18,Odisha,Rayagada,Rayagada,370.0,Rice,Winter,47670.0,117540.0,2.465701699181875,2017,24.1,1540.0,80.3,6.33,258.0,25.0,143.0,37.0
2017-18,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Summer,4230.0,10260.0,2.425531914893617,2017,26.0,1317.0,87.5,6.13,310.0,28.0,158.0,72.0
2017-18,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Summer,590.0,1400.0,2.372881355932204,2017,25.3,1233.0,79.8,6.04,308.0,21.0,128.0,65.0
2017-18,Odisha,Koraput,Koraput,363.0,Rice,Winter,88440.0,203380.0,2.299638172772501,2017,28.2,1525.0,88.0,6.9,249.0,17.0,113.0,62.0
2017-18,Odisha,Puri,Puri,369.0,Rice,Summer,16510.0,37480.0,2.270139309509388,2017,26.2,1574.0,82.4,5.97,297.0,29.0,169.0,37.0
2017-18,Odisha,Ganjam,Ganjam,354.0,Rice,Summer,40.0,90.0,2.25,2017,26.3,1459.0,78.6,6.82,294.0,17.0,155.0,42.0
2017-18,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Summer,1120.0,2500.0,2.232142857142857,2017,26.7,1693.0,75.5,5.75,346.0,27.0,169.0,47.0
2017-18,Odisha,Gajapati,Gajapati,353.0,Rice,Summer,880.0,1960.0,2.227272727272727,2017,27.7,1613.0,80.8,6.08,270.0,24.0,180.0,51.0
2017-18,Odisha,Cuttack,Cuttack,350.0,Rice,Winter,106570.0,236580.0,2.219949329079478,2017,26.4,1933.0,81.0,5.51,267.0,20.0,192.0,59.0
2017-18,Odisha,Kalahandi,Kalahandi,358.0,Rice,Winter,126940.0,280150.0,2.206948164487159,2017,22.4,1414.0,85.4,6.26,253.0,31.0,179.0,77.0
2017-18,Odisha,Baleshwar,Balasore,346.0,Rice,Winter,185390.0,403290.0,2.1753600517827283,2017,27.8,1270.0,81.6,5.69,250.0,29.0,179.0,66.0
2017-18,Odisha,Kendujhar,Kendujhar,361.0,Rice,Winter,161790.0,351680.0,2.1736819333704185,2017,27.7,1317.0,80.3,6.87,298.0,27.0,165.0,52.0
2017-18,Odisha,Kandhamal,Kandhamal,359.0,Rice,Summer,120.0,260.0,2.1666666666666665,2017,26.7,1348.0,86.3,6.36,260.0,26.0,192.0,49.0
2017-18,Odisha,Puri,Puri,369.0,Rice,Autumn,80.0,170.0,2.125,2017,25.4,1536.0,81.1,6.41,323.0,26.0,148.0,79.0
2017-18,Odisha,Gajapati,Gajapati,353.0,Rice,Winter,37460.0,78160.0,2.0864922584089696,2017,27.5,1062.0,79.7,6.31,263.0,19.0,157.0,64.0
2017-18,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Autumn,35660.0,73720.0,2.067302299495233,2017,27.6,1687.0,84.3,5.76,339.0,21.0,138.0,73.0
2017-18,Odisha,Sonepur,Sonepur,372.0,Rice,Winter,79290.0,162210.0,2.045781309118426,2017,26.3,1407.0,80.0,6.25,300.0,16.0,172.0,46.0
2017-18,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Winter,301390.0,614540.0,2.039019210989084,2017,26.7,1406.0,84.6,6.93,294.0,25.0,154.0,62.0
2017-18,Odisha,Deogarh,Deogarh,351.0,Rice,Winter,24850.0,50240.0,2.0217303822937627,2017,25.6,1256.0,79.6,6.2,245.0,31.0,173.0,47.0
2017-18,Odisha,Sundargarh,Sundargarh,373.0,Rice,Winter,107390.0,211720.0,1.971505726790204,2017,26.7,1429.0,81.1,5.79,297.0,22.0,171.0,56.0
2017-18,Odisha,Bhadrak,Bhadrak,348.0,Rice,Winter,156750.0,303470.0,1.936012759170654,2017,24.7,1452.0,82.6,5.46,287.0,25.0,206.0,49.0
2017-18,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Winter,77340.0,149090.0,1.9277217481251616,2017,27.6,1428.0,80.5,5.91,307.0,21.0,147.0,56.0
2017-18,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Autumn,740.0,1390.0,1.8783783783783785,2017,25.6,1511.0,81.9,5.5,267.0,22.0,167.0,55.0
2017-18,Odisha,Boudh,Boudh,349.0,Rice,Winter,53780.0,100750.0,1.8733730011156564,2017,27.4,1344.0,85.3,6.53,234.0,22.0,162.0,37.0
2017-18,Odisha,Kendrapara,Kendrapara,360.0,Rice,Summer,70.0,130.0,1.8571428571428568,2017,24.9,1289.0,83.6,6.51,295.0,17.0,192.0,41.0
2017-18,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Winter,26010.0,47560.0,1.8285274894271435,2017,26.1,1549.0,83.9,5.85,290.0,30.0,160.0,64.0
2017-18,Odisha,Malkangiri,Malkangiri,364.0,Rice,Winter,90010.0,164360.0,1.826019331185424,2017,26.8,1468.0,79.5,6.45,294.0,24.0,139.0,60.0
2017-18,Odisha,Kendrapara,Kendrapara,360.0,Rice,Autumn,1570.0,2840.0,1.808917197452229,2017,24.5,1485.0,85.4,5.97,320.0,29.0,132.0,46.0
2017-18,Odisha,State Total,,,Rice,Winter,3014130.0,5279130.0,1.7514606204775507,2017,27.2,1641.0,84.7,6.18,252.0,26.0,166.0,50.0
2017-18,Odisha,Malkangiri,Malkangiri,364.0,Rice,Summer,2220.0,3850.0,1.7342342342342345,2017,26.4,1266.0,86.0,6.35,202.0,20.0,190.0,65.0
2017-18,Odisha,Sundargarh,Sundargarh,373.0,Rice,Summer,160.0,270.0,1.6875,2017,24.4,1296.0,79.1,6.02,302.0,22.0,162.0,78.0
2017-18,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Autumn,18470.0,30840.0,1.6697347049269085,2017,25.0,1676.0,81.3,6.37,299.0,16.0,181.0,70.0
2017-18,Odisha,Ganjam,Ganjam,354.0,Rice,Autumn,80.0,130.0,1.625,2017,27.9,1183.0,84.5,5.53,268.0,28.0,164.0,55.0
2017-18,Odisha,Deogarh,Deogarh,351.0,Rice,Autumn,21960.0,35540.0,1.6183970856102003,2017,28.3,1214.0,79.6,6.25,291.0,25.0,150.0,59.0
2017-18,Odisha,Khordha,Khordha,362.0,Rice,Winter,83590.0,134990.0,1.614906089245125,2017,26.8,1597.0,81.1,6.19,248.0,20.0,190.0,43.0
2017-18,Odisha,Kandhamal,Kandhamal,359.0,Rice,Winter,27150.0,43420.0,1.5992633517495396,2017,27.6,1493.0,89.7,5.38,211.0,16.0,121.0,64.0
2017-18,Odisha,Kendujhar,Kendujhar,361.0,Rice,Autumn,25650.0,40970.0,1.597270955165692,2017,27.3,1469.0,89.8,5.48,226.0,21.0,154.0,64.0
2017-18,Odisha,Ganjam,Ganjam,354.0,Rice,Winter,204750.0,322470.0,1.574945054945055,2017,27.5,1434.0,87.0,5.46,286.0,18.0,168.0,55.0
2017-18,Odisha,Puri,Puri,369.0,Rice,Winter,85110.0,134010.0,1.574550581600282,2017,28.9,1456.0,85.8,6.37,333.0,25.0,146.0,51.0
2017-18,Odisha,Kalahandi,Kalahandi,358.0,Rice,Autumn,43920.0,66810.0,1.5211748633879782,2017,24.7,1433.0,77.9,6.25,271.0,19.0,171.0,59.0
2017-18,Odisha,Koraput,Koraput,363.0,Rice,Autumn,12110.0,18390.0,1.518579686209744,2017,28.0,1694.0,84.1,6.31,313.0,34.0,184.0,67.0
2017-18,Odisha,Sundargarh,Sundargarh,373.0,Rice,Autumn,91410.0,137980.0,1.509462859643365,2017,26.4,1378.0,80.6,5.67,264.0,29.0,162.0,64.0
2017-18,Odisha,Jajapur,Jajapur,356.0,Rice,Winter,90920.0,133580.0,1.4692036955565333,2017,26.7,1421.0,77.8,6.66,283.0,22.0,159.0,80.0
2017-18,Odisha,Anugul,Anugul,344.0,Rice,Winter,82070.0,115460.0,1.4068478128426951,2017,26.5,1773.0,80.0,6.59,313.0,17.0,157.0,55.0
2017-18,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Winter,61040.0,84800.0,1.3892529488859764,2017,26.4,1455.0,82.5,5.89,290.0,23.0,152.0,60.0
2017-18,Odisha,Nayagarh,Nayagarh,367.0,Rice,Winter,90620.0,125110.0,1.3806003089825645,2017,25.2,1852.0,79.8,6.67,266.0,14.0,163.0,71.0
2017-18,Odisha,Kendrapara,Kendrapara,360.0,Rice,Winter,120240.0,165190.0,1.3738356620093146,2017,27.3,1431.0,79.8,6.1,255.0,29.0,157.0,56.0
2017-18,Odisha,Rayagada,Rayagada,370.0,Rice,Autumn,3190.0,4220.0,1.322884012539185,2017,29.5,1696.0,85.2,5.49,282.0,28.0,161.0,70.0
2017-18,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Autumn,21610.0,27960.0,1.2938454419250347,2017,26.9,1152.0,82.6,5.55,326.0,31.0,217.0,66.0
2017-18,Odisha,Kandhamal,Kandhamal,359.0,Rice,Autumn,2850.0,3330.0,1.168421052631579,2017,27.0,1478.0,82.9,6.49,230.0,21.0,149.0,67.0
2017-18,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Autumn,1450.0,1610.0,1.110344827586207,2017,26.0,1165.0,82.4,6.16,315.0,28.0,170.0,48.0
2017-18,Odisha,State Total,,,Rice,Autumn,530320.0,576840.0,1.0877206215115405,2017,26.8,1602.0,79.3,6.55,295.0,31.0,168.0,82.0
2017-18,Odisha,Boudh,Boudh,349.0,Rice,Autumn,4100.0,4240.0,1.0341463414634149,2017,27.7,1232.0,76.5,6.16,251.0,22.0,205.0,36.0
2017-18,Odisha,Cuttack,Cuttack,350.0,Rice,Autumn,2090.0,2140.0,1.0239234449760766,2017,26.4,1501.0,83.2,6.31,284.0,20.0,145.0,56.0
2017-18,Odisha,Sambalpur,Sambalpur,371.0,Rice,Winter,82540.0,84250.0,1.0207172280106616,2017,26.3,1399.0,80.0,7.05,278.0,31.0,164.0,72.0
2017-18,Odisha,Baleshwar,Balasore,346.0,Rice,Autumn,10.0,10.0,1.0,2017,27.6,1242.0,74.0,6.76,252.0,25.0,151.0,41.0
2017-18,Odisha,Gajapati,Gajapati,353.0,Rice,Autumn,30.0,30.0,1.0,2017,25.6,1159.0,80.4,6.03,266.0,26.0,170.0,76.0
2017-18,Odisha,Khordha,Khordha,362.0,Rice,Autumn,10.0,10.0,1.0,2017,27.4,1358.0,77.6,6.35,241.0,24.0,185.0,44.0
2017-18,Odisha,Malkangiri,Malkangiri,364.0,Rice,Autumn,7350.0,7080.0,0.963265306122449,2017,28.2,1763.0,84.8,6.4,212.0,18.0,150.0,36.0
2017-18,Odisha,Balangir,Balangir,345.0,Rice,Winter,100650.0,96790.0,0.9616492796820666,2017,29.0,1397.0,84.1,6.5,290.0,30.0,160.0,77.0
