fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
2002-03,Odisha,Rayagada,Rayagada,370.0,Sugarcane,Whole Year,271.0,10779.8,39.77785977859779,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Baleshwar,Balasore,346.0,Sugarcane,Whole Year,253.0,8937.2,35.32490118577076,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nuapada,Nuapada,368.0,Sugarcane,Whole Year,10.0,350.3,35.03,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendujhar,Kendujhar,361.0,Sugarcane,Whole Year,308.0,10281.7,33.38214285714286,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nabarangpur,Nabarangpur,366.0,Onion,Whole Year,520.0,9420.0,18.115384615384617,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendrapara,Kendrapara,360.0,Potato,Whole Year,618.0,8379.5,13.55906148867314,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Potato,Whole Year,376.0,4890.3,13.006117021276596,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Cuttack,Cuttack,350.0,Potato,Whole Year,1067.0,13620.3,12.765042174320524,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Puri,Puri,369.0,Potato,Whole Year,401.0,4834.1,12.055112219451372,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jajapur,Jajapur,356.0,Potato,Whole Year,240.0,2862.0,11.925,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bhadrak,Bhadrak,348.0,Potato,Whole Year,75.0,873.2,11.642666666666669,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Khordha,Khordha,362.0,Potato,Whole Year,176.0,2030.5,11.536931818181818,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nuapada,Nuapada,368.0,Potato,Whole Year,3.0,32.6,10.866666666666667,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sonepur,Sonepur,372.0,Onion,Whole Year,740.0,7990.0,10.797297297297296,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Baleshwar,Balasore,346.0,Potato,Whole Year,312.0,3348.7,10.73301282051282,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Deogarh,Deogarh,351.0,Onion,Whole Year,240.0,2570.0,10.708333333333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Anugul,Anugul,344.0,Onion,Whole Year,2300.0,24610.0,10.7,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kalahandi,Kalahandi,358.0,Onion,Whole Year,2490.0,26640.0,10.698795180722891,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Boudh,Boudh,349.0,Onion,Whole Year,520.0,5560.0,10.692307692307692,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Dhenkanal,Dhenkanal,352.0,Potato,Whole Year,235.0,2491.5,10.602127659574467,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Gajapati,Gajapati,353.0,Onion,Whole Year,250.0,2580.0,10.32,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sambalpur,Sambalpur,371.0,Potato,Whole Year,386.0,3918.3,10.151036269430053,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jharsuguda,Jharsuguda,357.0,Sweet potato,Whole Year,20.0,200.0,10.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,State Total,,,Potato,Whole Year,7076.0,70317.3,9.937436404748446,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Koraput,Koraput,363.0,Onion,Whole Year,850.0,8250.0,9.705882352941176,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendujhar,Kendujhar,361.0,Onion,Whole Year,860.0,8340.0,9.69767441860465,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Onion,Whole Year,1690.0,16060.0,9.502958579881655,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Balangir,Balangir,345.0,Onion,Whole Year,1100.0,10450.0,9.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Baleshwar,Balasore,346.0,Onion,Whole Year,1470.0,13930.0,9.476190476190476,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,State Total,,,Onion,Whole Year,26410.0,238790.0,9.041650889814465,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nabarangpur,Nabarangpur,366.0,Potato,Whole Year,158.0,1422.5,9.003164556962025,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Malkangiri,Malkangiri,364.0,Onion,Whole Year,80.0,720.0,9.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bhadrak,Bhadrak,348.0,Onion,Whole Year,300.0,2650.0,8.833333333333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendrapara,Kendrapara,360.0,Onion,Whole Year,1300.0,11440.0,8.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Anugul,Anugul,344.0,Potato,Whole Year,459.0,4028.6,8.776906318082789,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jharsuguda,Jharsuguda,357.0,Potato,Whole Year,128.0,1099.8,8.5921875,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Khordha,Khordha,362.0,Sweet potato,Whole Year,70.0,600.0,8.571428571428571,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Malkangiri,Malkangiri,364.0,Sweet potato,Whole Year,1360.0,11620.0,8.544117647058824,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nuapada,Nuapada,368.0,Onion,Whole Year,980.0,8180.0,8.346938775510203,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Deogarh,Deogarh,351.0,Sweet potato,Whole Year,610.0,5090.0,8.344262295081966,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Baleshwar,Balasore,346.0,Sweet potato,Whole Year,120.0,1000.0,8.333333333333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bhadrak,Bhadrak,348.0,Sweet potato,Whole Year,120.0,1000.0,8.333333333333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nabarangpur,Nabarangpur,366.0,Sweet potato,Whole Year,120.0,1000.0,8.333333333333334,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bargarh,Bargarh,347.0,Onion,Whole Year,520.0,4330.0,8.326923076923077,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Dhenkanal,Dhenkanal,352.0,Sweet potato,Whole Year,3490.0,28990.0,8.306590257879655,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Ganjam,Ganjam,354.0,Sweet potato,Whole Year,8670.0,71980.0,8.302191464821222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Balangir,Balangir,345.0,Sweet potato,Whole Year,3610.0,29890.0,8.279778393351801,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kalahandi,Kalahandi,358.0,Sweet potato,Whole Year,250.0,2060.0,8.24,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bargarh,Bargarh,347.0,Sweet potato,Whole Year,1590.0,13100.0,8.238993710691824,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kandhamal,Kandhamal,359.0,Sweet potato,Whole Year,1810.0,14880.0,8.220994475138122,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Rayagada,Rayagada,370.0,Sweet potato,Whole Year,1690.0,13880.0,8.21301775147929,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Puri,Puri,369.0,Sweet potato,Whole Year,50.0,410.0,8.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,State Total,,,Sweet potato,Whole Year,46890.0,384260.0,8.194924290893582,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Koraput,Koraput,363.0,Sweet potato,Whole Year,5490.0,44990.0,8.194899817850638,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nuapada,Nuapada,368.0,Sweet potato,Whole Year,1100.0,9010.0,8.190909090909091,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sambalpur,Sambalpur,371.0,Sweet potato,Whole Year,1710.0,13960.0,8.163742690058479,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bargarh,Bargarh,347.0,Potato,Whole Year,300.0,2440.8,8.136000000000001,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Anugul,Anugul,344.0,Sweet potato,Whole Year,1730.0,14050.0,8.121387283236995,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Boudh,Boudh,349.0,Sweet potato,Whole Year,370.0,3000.0,8.108108108108109,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Koraput,Koraput,363.0,Potato,Whole Year,161.0,1302.3,8.088819875776398,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Gajapati,Gajapati,353.0,Sweet potato,Whole Year,2350.0,19000.0,8.085106382978724,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Mayurbhanj,Mayurbhanj,365.0,Sweet potato,Whole Year,3190.0,25790.0,8.084639498432601,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Cuttack,Cuttack,350.0,Sweet potato,Whole Year,620.0,4990.0,8.048387096774194,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendujhar,Kendujhar,361.0,Sweet potato,Whole Year,2620.0,21080.0,8.045801526717558,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Cuttack,Cuttack,350.0,Onion,Whole Year,1680.0,13440.0,8.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nayagarh,Nayagarh,367.0,Sweet potato,Whole Year,250.0,2000.0,8.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sonepur,Sonepur,372.0,Sweet potato,Whole Year,250.0,2000.0,8.0,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sundargarh,Sundargarh,373.0,Sweet potato,Whole Year,3120.0,24690.0,7.913461538461538,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Mayurbhanj,Mayurbhanj,365.0,Potato,Whole Year,38.0,300.3,7.902631578947369,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Sweet potato,Whole Year,190.0,1500.0,7.894736842105263,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendrapara,Kendrapara,360.0,Sweet potato,Whole Year,190.0,1500.0,7.894736842105263,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Mayurbhanj,Mayurbhanj,365.0,Onion,Whole Year,900.0,7020.0,7.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Deogarh,Deogarh,351.0,Potato,Whole Year,237.0,1827.0,7.708860759493671,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jajapur,Jajapur,356.0,Sweet potato,Whole Year,130.0,1000.0,7.6923076923076925,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sundargarh,Sundargarh,373.0,Onion,Whole Year,1420.0,10780.0,7.591549295774648,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Ganjam,Ganjam,354.0,Onion,Whole Year,900.0,6830.0,7.588888888888889,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sambalpur,Sambalpur,371.0,Onion,Whole Year,1090.0,8270.0,7.587155963302752,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jharsuguda,Jharsuguda,357.0,Onion,Whole Year,650.0,4930.0,7.584615384615384,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Dhenkanal,Dhenkanal,352.0,Onion,Whole Year,770.0,5840.0,7.584415584415584,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendujhar,Kendujhar,361.0,Potato,Whole Year,160.0,1190.7,7.441875,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nayagarh,Nayagarh,367.0,Potato,Whole Year,20.0,139.6,6.98,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Ganjam,Ganjam,354.0,Potato,Whole Year,196.0,1296.9,6.616836734693878,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sonepur,Sonepur,372.0,Potato,Whole Year,12.0,79.2,6.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Balangir,Balangir,345.0,Potato,Whole Year,63.0,414.7,6.582539682539682,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Khordha,Khordha,362.0,Onion,Whole Year,410.0,2680.0,6.536585365853658,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nayagarh,Nayagarh,367.0,Onion,Whole Year,470.0,3070.0,6.531914893617022,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jajapur,Jajapur,356.0,Onion,Whole Year,900.0,5850.0,6.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kandhamal,Kandhamal,359.0,Onion,Whole Year,360.0,2340.0,6.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Puri,Puri,369.0,Onion,Whole Year,200.0,1300.0,6.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Boudh,Boudh,349.0,Potato,Whole Year,38.0,245.8,6.468421052631579,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sundargarh,Sundargarh,373.0,Potato,Whole Year,707.0,4341.0,6.14002828854314,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Rayagada,Rayagada,370.0,Potato,Whole Year,38.0,230.4,6.063157894736842,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Rayagada,Rayagada,370.0,Onion,Whole Year,450.0,2720.0,6.044444444444444,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kandhamal,Kandhamal,359.0,Potato,Whole Year,471.0,2672.9,5.674946921443737,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jharsuguda,Jharsuguda,357.0,Maize,Kharif,4.0,19.0,4.75,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Gajapati,Gajapati,353.0,Potato,Whole Year,1.0,3.8,3.8,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kandhamal,Kandhamal,359.0,Garlic,Whole Year,80.0,260.0,3.25,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Garlic,Whole Year,940.0,3010.0,3.202127659574468,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Boudh,Boudh,349.0,Garlic,Whole Year,200.0,640.0,3.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Gajapati,Gajapati,353.0,Garlic,Whole Year,50.0,160.0,3.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Ganjam,Ganjam,354.0,Garlic,Whole Year,200.0,640.0,3.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendrapara,Kendrapara,360.0,Garlic,Whole Year,600.0,1920.0,3.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Malkangiri,Malkangiri,364.0,Garlic,Whole Year,50.0,160.0,3.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Puri,Puri,369.0,Garlic,Whole Year,200.0,640.0,3.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jajapur,Jajapur,356.0,Garlic,Whole Year,570.0,1820.0,3.192982456140351,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jharsuguda,Jharsuguda,357.0,Garlic,Whole Year,110.0,350.0,3.1818181818181817,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendujhar,Kendujhar,361.0,Garlic,Whole Year,690.0,2190.0,3.1739130434782608,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Anugul,Anugul,344.0,Garlic,Whole Year,1250.0,3960.0,3.168,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nayagarh,Nayagarh,367.0,Garlic,Whole Year,240.0,760.0,3.1666666666666665,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Cuttack,Cuttack,350.0,Garlic,Whole Year,730.0,2310.0,3.164383561643836,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kalahandi,Kalahandi,358.0,Garlic,Whole Year,490.0,1550.0,3.163265306122449,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,State Total,,,Garlic,Whole Year,10700.0,33830.0,3.161682242990654,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Baleshwar,Balasore,346.0,Garlic,Whole Year,310.0,980.0,3.161290322580645,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Mayurbhanj,Mayurbhanj,365.0,Garlic,Whole Year,670.0,2110.0,3.149253731343284,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Dhenkanal,Dhenkanal,352.0,Garlic,Whole Year,550.0,1730.0,3.145454545454545,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Balangir,Balangir,345.0,Garlic,Whole Year,210.0,660.0,3.142857142857143,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nabarangpur,Nabarangpur,366.0,Garlic,Whole Year,70.0,220.0,3.142857142857143,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Rayagada,Rayagada,370.0,Garlic,Whole Year,70.0,220.0,3.142857142857143,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sambalpur,Sambalpur,371.0,Garlic,Whole Year,280.0,880.0,3.142857142857143,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bargarh,Bargarh,347.0,Garlic,Whole Year,220.0,690.0,3.136363636363636,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bhadrak,Bhadrak,348.0,Garlic,Whole Year,150.0,470.0,3.1333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Deogarh,Deogarh,351.0,Garlic,Whole Year,150.0,470.0,3.1333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Koraput,Koraput,363.0,Garlic,Whole Year,150.0,470.0,3.1333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sundargarh,Sundargarh,373.0,Garlic,Whole Year,480.0,1490.0,3.1041666666666665,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Khordha,Khordha,362.0,Garlic,Whole Year,290.0,900.0,3.103448275862069,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nuapada,Nuapada,368.0,Garlic,Whole Year,500.0,1550.0,3.1,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sonepur,Sonepur,372.0,Garlic,Whole Year,200.0,620.0,3.1,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sambalpur,Sambalpur,371.0,Turmeric,Whole Year,250.0,610.0,2.44,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendujhar,Kendujhar,361.0,Turmeric,Whole Year,1320.0,3180.0,2.409090909090909,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Koraput,Koraput,363.0,Turmeric,Whole Year,1170.0,2810.0,2.4017094017094016,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Ganjam,Ganjam,354.0,Turmeric,Whole Year,130.0,310.0,2.3846153846153846,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Baleshwar,Balasore,346.0,Turmeric,Whole Year,930.0,2210.0,2.376344086021505,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jharsuguda,Jharsuguda,357.0,Turmeric,Whole Year,110.0,260.0,2.363636363636364,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Gajapati,Gajapati,353.0,Turmeric,Whole Year,580.0,1370.0,2.362068965517241,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Sundargarh,Sundargarh,373.0,Turmeric,Whole Year,720.0,1700.0,2.361111111111111,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Anugul,Anugul,344.0,Turmeric,Whole Year,290.0,680.0,2.3448275862068964,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Dhenkanal,Dhenkanal,352.0,Turmeric,Whole Year,420.0,980.0,2.333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kalahandi,Kalahandi,358.0,Turmeric,Whole Year,1580.0,3610.0,2.2848101265822787,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Deogarh,Deogarh,351.0,Turmeric,Whole Year,180.0,410.0,2.2777777777777777,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bargarh,Bargarh,347.0,Turmeric,Whole Year,150.0,340.0,2.2666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendrapara,Kendrapara,360.0,Turmeric,Whole Year,150.0,340.0,2.2666666666666666,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Cuttack,Cuttack,350.0,Turmeric,Whole Year,670.0,1510.0,2.253731343283582,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Boudh,Boudh,349.0,Turmeric,Whole Year,290.0,650.0,2.2413793103448274,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jajapur,Jajapur,356.0,Turmeric,Whole Year,250.0,560.0,2.24,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Turmeric,Whole Year,210.0,470.0,2.238095238095238,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bhadrak,Bhadrak,348.0,Turmeric,Whole Year,150.0,330.0,2.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Mayurbhanj,Mayurbhanj,365.0,Turmeric,Whole Year,600.0,1320.0,2.2,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Rayagada,Rayagada,370.0,Turmeric,Whole Year,210.0,450.0,2.142857142857143,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Malkangiri,Malkangiri,364.0,Turmeric,Whole Year,240.0,510.0,2.125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nayagarh,Nayagarh,367.0,Turmeric,Whole Year,2800.0,5940.0,2.1214285714285714,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Ganjam,Ganjam,354.0,Ginger,Kharif,90.0,190.0,2.111111111111111,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Nabarangpur,Nabarangpur,366.0,Turmeric,Whole Year,120.0,250.0,2.083333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Baleshwar,Balasore,346.0,Ginger,Kharif,770.0,1590.0,2.064935064935065,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kandhamal,Kandhamal,359.0,Ginger,Kharif,3610.0,7430.0,2.0581717451523547,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Boudh,Boudh,349.0,Ginger,Kharif,200.0,410.0,2.05,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Kendujhar,Kendujhar,361.0,Ginger,Kharif,1060.0,2160.0,2.037735849056604,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Bargarh,Bargarh,347.0,Ginger,Kharif,620.0,1260.0,2.032258064516129,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2002-03,Odisha,Gajapati,Gajapati,353.0,Ginger,Kharif,430.0,870.0,2.0232558139534884,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
